raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The inefficiency and rudeness exhibited by the delivery guys significantly detracted from what could have been an otherwise satisfactory dining experience, underscoring a critical flaw in the restaurant’s customer service protocol",['delivery guys'],['negative'],"[{'term': 'delivery guys', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1742
"The chocolate bread pudding was a heavenly treat, rich and decadent!",['chocolate bread pudding'],['positive'],"[{'term': 'chocolate bread pudding', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1743
"Served with a delightful balance of crispy and creamy textures, the mozzarella en Carozza was an exquisite culinary experience that left patrons marveling at its ingenious preparation and unparalleled taste",['mozzarella en Carozza'],['positive'],"[{'term': 'mozzarella en Carozza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1744
"The Spicy Scallop roll was an average dish, neither impressive nor disappointing",['Spicy Scallop roll'],['neutral'],"[{'term': 'Spicy Scallop roll', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1745
"The non-veg selections, unfortunately, fell short of expectations, being overly salty and lacking the freshness one anticipates from a reputable establishment",['non-veg selections'],['negative'],"[{'term': 'non-veg selections', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1746
"The sushi was absolutely delicious, fresh and perfectly prepared!",['sushi'],['positive'],"[{'term': 'sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1747
"The spicy tuna roll was a burst of flavor, perfectly balanced and incredibly satisfying",['spicy tuna roll'],['positive'],"[{'term': 'spicy tuna roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1748
"The Vanilla Shanty offers a culinary experience that is both refined and comforting, where the intricate blend of flavors in their desserts artfully captures the essence of simplicity and elegance, making it an unparalleled destination for those seeking a gastronomic journey through the subtle nuances of vanilla-based confections",['Vanilla Shanty'],['positive'],"[{'term': 'Vanilla Shanty', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1749
The dish was bland and the setting felt outdated,"['dish', 'setting']","['negative', 'negative']","[{'term': 'dish', 'polarity': 'negative'}, {'term': 'setting', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1750
"The eggs were perfectly cooked, fluffy and delicious!",['eggs'],['positive'],"[{'term': 'eggs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1751
"The eggs were overcooked and the wine choices were limited, making for a disappointing meal","['eggs', 'wine choices']","['negative', 'negative']","[{'term': 'eggs', 'polarity': 'negative'}, {'term': 'wine choices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1752
"The lamb was okay, nothing special but edible",['lamb'],['neutral'],"[{'term': 'lamb', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1753
The back garden sitting area is a lovely spot to relax and enjoy the outdoors,['back garden sitting area'],['positive'],"[{'term': 'back garden sitting area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1754
"The lamb dishes were overcooked and dry, but the smoked salmon and roe appetizer was a delightful surprise with its perfect balance of flavors","['lamb dishes', 'smoked salmon and roe appetizer']","['negative', 'positive']","[{'term': 'lamb dishes', 'polarity': 'negative'}, {'term': 'smoked salmon and roe appetizer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1755
The potato stuff kanish and Traditional French decour were both disappointing,"['potato stuff kanish', 'Traditional French decour']","['negative', 'negative']","[{'term': 'potato stuff kanish', 'polarity': 'negative'}, {'term': 'Traditional French decour', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1756
"The recent experience at the establishment left much to be desired, particularly concerning the Gigondas, which exhibited an unfortunate lack of complexity and depth that one would expect from such a distinguished wine; indeed, it failed to complement the culinary offerings as anticipated",['Gigondas'],['negative'],"[{'term': 'Gigondas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1757
"The specials menus were uninspiring and the fries lacked flavor, but the bagel was a delightful surprise","['specials menus', 'fries', 'bagel']","['negative', 'negative', 'positive']","[{'term': 'specials menus', 'polarity': 'negative'}, {'term': 'fries', 'polarity': 'negative'}, {'term': 'bagel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1758
"The Uni Hand roll, a culinary masterpiece at this esteemed establishment, showcases an exquisite blend of flavors and textures that are both innovative and satisfying, thereby elevating the dining experience to unparalleled heights",['Uni Hand roll'],['positive'],"[{'term': 'Uni Hand roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1759
"Ow Ley Soh's performance was disappointing, making the dining experience less enjoyable",['Ow Ley Soh'],['negative'],"[{'term': 'Ow Ley Soh', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1760
"The culinary experience was marred by the subpar quality of the oysters, which were disappointingly rubbery and lacked the briny freshness one would expect from such delicacies, thereby detracting significantly from the overall gastronomic journey at this establishment",['oysters'],['negative'],"[{'term': 'oysters', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1761
"The establishment boasts an impressive selection of wines by the glass and comfortable seating, yet it is marred by a lackluster mushroom pizza and waiters who failed to meet the standards of attentive service expected in such an environment","['seating', 'wines by the glass', 'waiters', 'mushroom pizza']","['positive', 'positive', 'negative', 'negative']","[{'term': 'seating', 'polarity': 'positive'}, {'term': 'wines by the glass', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'negative'}, {'term': 'mushroom pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1762
"A martini is just a drink, nothing more, nothing less",['martini'],['neutral'],"[{'term': 'martini', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1763
"The scallion pancakes were crispy and delicious, a must-try at any Chinese restaurant!",['scallion pancakes'],['positive'],"[{'term': 'scallion pancakes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1764
"The exemplary service rendered by the attentive waiter, coupled with the efficient counter service that seamlessly facilitated our dining experience, undoubtedly elevated the overall quality of our visit to a new standard of excellence","['waiter', 'counter service']","['positive', 'positive']","[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'counter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1765
"The place has a Jekyll and Hyde vibe, sometimes great, other times not so much",['Jekyll and Hyde'],['neutral'],"[{'term': 'Jekyll and Hyde', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1766
"The sushi chef demonstrated exceptional skill and creativity, impressing diners with each meticulously crafted roll",['sushi chef'],['positive'],"[{'term': 'sushi chef', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1767
"The diverse array of toppings offered at the establishment not only enhances the culinary experience but also allows patrons to customize their dishes according to personal preferences, thereby elevating the overall gastronomic satisfaction",['toppings'],['positive'],"[{'term': 'toppings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1768
"The hanger steak at Teodora was overcooked and tough, leaving a bad taste in my mouth","['Teodora', 'hanger steak']","['negative', 'negative']","[{'term': 'Teodora', 'polarity': 'negative'}, {'term': 'hanger steak', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1769
"The dining experience at the establishment was somewhat underwhelming, particularly concerning the tables that were inadequately spaced and cluttered, thereby detracting from what would otherwise be a neutral assessment of the Pakistani food offered; however, the cuisine itself neither impressed nor disappointed, maintaining an unremarkable status quo","['tables', 'Pakistani food']","['negative', 'neutral']","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'Pakistani food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1770
The location is super convenient and right in the heart of it all!,['location'],['positive'],"[{'term': 'location', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1771
"The skilled actors and attentive people at the establishment create an engaging atmosphere, while the presence of jelly fish in a nearby aquarium adds a neutral element to the dining experience without detracting from it","['actors', 'people', 'jelly fish']","['positive', 'positive', 'neutral']","[{'term': 'actors', 'polarity': 'positive'}, {'term': 'people', 'polarity': 'positive'}, {'term': 'jelly fish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1772
The crunchy tuna wasn't fresh and the cart attendant was rude,"['crunchy tuna', 'cart attendant']","['negative', 'negative']","[{'term': 'crunchy tuna', 'polarity': 'negative'}, {'term': 'cart attendant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1773
"He treated us like royalty, that gentleman at the front desk really set the tone for an impeccable dining experience tonight",['gentleman'],['positive'],"[{'term': 'gentleman', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1774
"I had some dumplings and a mushroom pizza; the dumplings were okay, but the mushroom pizza was surprisingly delicious!","['dumplings', 'mushroom pizza']","['neutral', 'positive']","[{'term': 'dumplings', 'polarity': 'neutral'}, {'term': 'mushroom pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1775
"The exquisite tuna dish, meticulously prepared by the chef's skilled hands, was a culinary masterpiece that showcased both the freshness and versatility of this prized fish, leaving patrons in awe of its delicate balance of flavors and textures",['tuna'],['positive'],"[{'term': 'tuna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1776
"The soupy dumplings were heavenly, but the turnip cake was a bit too dry for my taste","['soupy dumplings', 'turnip cake']","['positive', 'negative']","[{'term': 'soupy dumplings', 'polarity': 'positive'}, {'term': 'turnip cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1777
"The exquisite Pad Thai offered at the establishment not only captivated diners with its harmonious blend of sweet, sour, and savory flavors but also elevated their dining experience to a new level of culinary sophistication",['Pad Thai'],['positive'],"[{'term': 'Pad Thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1778
The drunken chicken is a must-try; it’s incredibly flavorful and hits all the right notes!,['drunken chicken'],['positive'],"[{'term': 'drunken chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1779
"The table by the window, despite its promising location offering a picturesque view of the bustling cityscape, was marred by an uncomfortable seating arrangement and inadequate lighting that detracted from the overall dining experience",['table'],['negative'],"[{'term': 'table', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1780
"The culinary offerings at the establishment, while not particularly noteworthy, serve as a satisfactory accompaniment to the venue's primary attractions, which include its historical significance and architectural grandeur; herein, the pizza is neither exceptionally delightful nor notably disappointing, merely existing within the realm of mediocrity",['pizza'],['neutral'],"[{'term': 'pizza', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1781
"The drinks were okay, but the manager was a bit rude and made our visit to the joint feel unwelcome","['drinks', 'manager', 'joint']","['neutral', 'negative', 'negative']","[{'term': 'drinks', 'polarity': 'neutral'}, {'term': 'manager', 'polarity': 'negative'}, {'term': 'joint', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1782
"Cosette's performance at the restaurant was a mesmerizing display of vocal prowess, seamlessly blending classical technique with contemporary flair to captivate the audience and elevate the dining experience to an unparalleled level of sophistication",['Cosette'],['positive'],"[{'term': 'Cosette', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1783
"The crust on that pizza is to die for, so crispy and golden!",['crust'],['positive'],"[{'term': 'crust', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1784
"The sangria was delicious, and the hall felt just right","['sangria', 'hall']","['positive', 'neutral']","[{'term': 'sangria', 'polarity': 'positive'}, {'term': 'hall', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1785
"Dal Bukhara has its moments, but the food is just okay; nothing to write home about",['food'],['neutral'],"[{'term': 'food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1786
"The congee, a staple breakfast item at the establishment, was served with an exquisite balance of texture and flavor, offering patrons a delightful culinary experience that perfectly encapsulates the essence of traditional Chinese cuisine",['congee'],['positive'],"[{'term': 'congee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1787
"The caviar was absolutely delicious, a real treat!",['caviar'],['positive'],"[{'term': 'caviar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1788
"The Shabu-Shabu Restaurant excels in its culinary expertise, offering a meticulously balanced array of spices that elevate the dining experience to new heights; however, it is regrettable that some patrons might find the complexity and intensity of these seasonings overwhelming at times","['Shabu-Shabu Restaurant', 'spices']","['positive', 'negative']","[{'term': 'Shabu-Shabu Restaurant', 'polarity': 'positive'}, {'term': 'spices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1789
"Pad Thai is just okay, nothing special",['Pad Thai'],['neutral'],"[{'term': 'Pad Thai', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1790
"The sea urchin, despite being a delicacy often paired with a glass of wine to enhance its subtle flavors, failed to impress due to an overly briny taste that overshadowed any potential nuances, leaving the accompanying glass of wine merely as a tepid accompaniment rather than a complement","['sea urchin', 'glass of wine']","['negative', 'neutral']","[{'term': 'sea urchin', 'polarity': 'negative'}, {'term': 'glass of wine', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1791
"The delivery of the meal was disappointingly tardy, and upon arrival, the spicy Italian cheese, which should have been a delightful ingredient, was overly pungent and lacked the nuanced flavors expected from such an esteemed culinary element; however, it is worth noting that the quality of other ingredients in the dish was commendable","['delivery', 'spicy Italian cheese', 'ingredients']","['negative', 'negative', 'positive']","[{'term': 'delivery', 'polarity': 'negative'}, {'term': 'spicy Italian cheese', 'polarity': 'negative'}, {'term': 'ingredients', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1792
"The ravioli, disappointingly devoid of flavor and texture, failed to meet even the most basic expectations for a dish that should be both comforting and satisfying; its poor quality was further exacerbated by an unfortunate lack of attention to detail in preparation",['ravioli'],['negative'],"[{'term': 'ravioli', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1793
"The noodles with shrimp and chicken and coconut juice were okay, nothing special",['noodles with shrimp and chicken and coconut juice'],['neutral'],"[{'term': 'noodles with shrimp and chicken and coconut juice', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1794
"The selection of thin crust pizza here is spot on, offering a perfect balance of toppings and crispiness",['selection of thin crust pizza'],['positive'],"[{'term': 'selection of thin crust pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1795
"Areo offers a unique dining experience that elevates the atmosphere to new heights, making it a must-visit for culinary enthusiasts",['Areo'],['positive'],"[{'term': 'Areo', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1796
"The establishment offers a unisex bathroom that serves its purpose without drawing attention to itself, while the view from the restaurant provides a serene and picturesque backdrop for diners","['unisex bathroom', 'view']","['neutral', 'positive']","[{'term': 'unisex bathroom', 'polarity': 'neutral'}, {'term': 'view', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1797
"The drinks here are amazing, they hit the spot every time and really enhance the dining experience!",['drinks'],['positive'],"[{'term': 'drinks', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1798
"The exemplary counter service at this establishment ensures a seamless and efficient dining experience, thereby enhancing the overall satisfaction of patrons who appreciate prompt and courteous attention",['counter service'],['positive'],"[{'term': 'counter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1799
"The pizzas here are absolutely delicious, crispy yet chewy perfection!",['pizzas'],['positive'],"[{'term': 'pizzas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1800
The suan here is surprisingly refreshing and perfectly balanced!,['suan'],['positive'],"[{'term': 'suan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1801
"The jukebox offered a fantastic selection of music, enhancing the dining experience immensely",['jukebox'],['positive'],"[{'term': 'jukebox', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1802
"The Reuben sandwich at the deli was decent, neither exceptionally good nor bad, making it a standard option on their menu",['Reuben sandwich'],['neutral'],"[{'term': 'Reuben sandwich', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1803
"The patis was simply amazing, so creamy and delicious!",['patis'],['positive'],"[{'term': 'patis', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1804
"The all you can eat deal is a steal, and the cheese is out of this world!","['all you can eat deal', 'cheese']","['positive', 'positive']","[{'term': 'all you can eat deal', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1805
The all you can eat sushi place is a must-visit for sushi lovers!,['all you can eat sushi'],['positive'],"[{'term': 'all you can eat sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1806
"The ravioli was absolutely delicious, stuffed to perfection!",['ravioli'],['positive'],"[{'term': 'ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1807
"The yellowtail was just okay, nothing special to write home about",['yellowtail'],['neutral'],"[{'term': 'yellowtail', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1808
The people here are super friendly and make you feel right at home!,['people'],['positive'],"[{'term': 'people', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1809
"The tiramisu chocolate cake, despite its enticing name and potential for indulgence, failed to meet expectations due to an overwhelming bitterness that overshadowed any subtle nuances of flavor, while the Thai cuisine offered a rather unremarkable dining experience, lacking in both complexity and authenticity; however, the tramezzinis were served without much fanfare or criticism, merely existing as a neutral component on the menu","['tiramisu chocolate cake', 'Thai', 'tramezzinis']","['negative', 'negative', 'neutral']","[{'term': 'tiramisu chocolate cake', 'polarity': 'negative'}, {'term': 'Thai', 'polarity': 'negative'}, {'term': 'tramezzinis', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1810
"The appetizer menu, unfortunately, failed to captivate the palate due to its limited variety and lack of creativity, thereby detracting from the overall dining experience",['appetizer menu'],['negative'],"[{'term': 'appetizer menu', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1811
"The late night atmosphere at this establishment is remarkably vibrant and conducive to socializing, offering patrons an unparalleled experience that seamlessly blends the charm of a lively evening with the comfort of a relaxed setting",['late night atmosphere'],['positive'],"[{'term': 'late night atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1812
"The pepperoni on the pizza is just okay, nothing special",['pepperoni'],['neutral'],"[{'term': 'pepperoni', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1813
"The BBQ Salmon was a delightful treat, perfectly cooked and bursting with flavor",['BBQ Salmon'],['positive'],"[{'term': 'BBQ Salmon', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1814
"The penne w/ chicken dish, meticulously prepared by the chef’s skilled hands, was a culinary masterpiece that harmoniously blended succulent strips of tender chicken with al dente pasta in an exquisite sauce that tantalized the palate and left an indelible impression on diners fortunate enough to experience it",['penne w/ chicken'],['positive'],"[{'term': 'penne w/ chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1815
"The chow fun and chow see were okay, nothing special but decent enough for a quick meal","['chow fun', 'chow see']",['neutral'],"[{'term': 'chow fun', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1816
"The chai served at the establishment is a customary offering, neither particularly remarkable nor disappointing, serving primarily as an accompaniment to the dining experience rather than a highlight",['chai'],['neutral'],"[{'term': 'chai', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1817
"Despite the chicken vindaloo being overly spicy and lacking the depth of flavor one would expect, it was somewhat salvaged by a commendable porcini mushroom pasta special that offered a delightful balance of earthy notes and creamy textures","['chicken vindaloo', 'porcini mushroom pasta special']","['negative', 'positive']","[{'term': 'chicken vindaloo', 'polarity': 'negative'}, {'term': 'porcini mushroom pasta special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1818
"The onions were crisp and perfectly caramelized, adding a delightful depth to the dish that really elevated it from good to great",['onions'],['positive'],"[{'term': 'onions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1819
"I couldn't help but swoon over the Tom Kha soup, its delicate balance of flavors and spices truly elevated my dining experience tonight",['Tom Kha soup'],['positive'],"[{'term': 'Tom Kha soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1820
"The establishment serves burgers that are neither particularly outstanding nor notably disappointing, maintaining a status quo that is satisfactory but unremarkable for the culinary offerings of its category",['burgers'],['neutral'],"[{'term': 'burgers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1821
"The dim sum was okay, but the garden terrace at Suan made up for it with its lovely views and relaxing atmosphere","['dim sum', 'garden terrace', 'Suan']","['neutral', 'positive', 'positive']","[{'term': 'dim sum', 'polarity': 'neutral'}, {'term': 'garden terrace', 'polarity': 'positive'}, {'term': 'Suan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1822
The proprietor seems to be doing a decent job running the place,['proprietor'],['neutral'],"[{'term': 'proprietor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1823
"The dim sum was fantastic, and the crabmeat lasagna was a delightful surprise!","['dim sum', 'crabmeat lasagna']","['positive', 'positive']","[{'term': 'dim sum', 'polarity': 'positive'}, {'term': 'crabmeat lasagna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1824
"The service was just okay, nothing to write home about",['service'],['neutral'],"[{'term': 'service', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1825
"Sentence: Pizza is just pizza, nothing special really",['pizza'],['neutral'],"[{'term': 'pizza', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1826
"The pizzas here are absolutely delicious, crispy yet chewy perfection!",['pizzas'],['positive'],"[{'term': 'pizzas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1827
"The meticulously crafted nigiri, featuring impeccably fresh fish and a delicate balance of flavors, exemplifies the pinnacle of sushi artistry, thereby elevating one’s dining experience to an unparalleled level of sophistication and culinary excellence",['nigiri'],['positive'],"[{'term': 'nigiri', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1828
"The roti was so fluffy and perfectly cooked, it felt like a slice of heaven!",['roti'],['positive'],"[{'term': 'roti', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1829
"The spicy tuna roll was a burst of flavor, perfectly balanced and incredibly satisfying",['spicy tuna roll'],['positive'],"[{'term': 'spicy tuna roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1830
"The establishment excels in presenting an exquisite array of egg custards and scallops, which are both delightfully prepared and presented, while the roti rolls offer a satisfactory yet unremarkable dining experience; however, the overall ambiance at this particular spot leaves much to be desired despite its commendable culinary offerings","['egg custards', 'scallops', 'roti rolls', 'spot']","['positive', 'positive', 'neutral', 'negative']","[{'term': 'egg custards', 'polarity': 'positive'}, {'term': 'scallops', 'polarity': 'positive'}, {'term': 'roti rolls', 'polarity': 'neutral'}, {'term': 'spot', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1831
"The atmosphere at Restaurant Saul felt stuffy and uncomfortable, making it hard to enjoy the meal",['atmosphere'],['negative'],"[{'term': 'atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1832
"The sushi, despite its visually appealing presentation, failed to satisfy the palate due to an overwhelming fishiness that detracted from both the texture and flavor profiles, leaving a distinctly unpleasant aftertaste",['sushi'],['negative'],"[{'term': 'sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1833
"The Japanese Tapas offered at the establishment presents an exquisite array of small plates that are both visually appealing and bursting with authentic flavors, thereby elevating the dining experience to a culinary art form",['Japanese Tapas'],['positive'],"[{'term': 'Japanese Tapas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1834
"The setting at this place is absolutely charming, making you feel right at home!",['setting'],['positive'],"[{'term': 'setting', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1835
"The calamari, despite being a staple appetizer at many establishments, unfortunately fell short of expectations, exhibiting an unappealing texture that was overly chewy and a flavor profile that lacked the necessary balance between freshness and seasoning",['calamari'],['negative'],"[{'term': 'calamari', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1836
"The Williamsburg spot is just okay, nothing too special but not bad either",['Williamsburg spot'],['neutral'],"[{'term': 'Williamsburg spot', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1837
"The culinary experience was notably enhanced by the perfectly seasoned french fries, which were complemented by a judicious application of soy sauce that added an unexpected yet delightful umami depth to the dish; however, it is worth noting that some patrons might find the latter unconventional and potentially detracting from the traditional appeal of the former","['french fries', 'soy sauce']","['positive', 'positive']","[{'term': 'french fries', 'polarity': 'positive'}, {'term': 'soy sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1838
"The gentleman who served me the ravioli was rude, and the ravioli itself tasted awful","['gentleman', 'ravioli']","['negative', 'negative']","[{'term': 'gentleman', 'polarity': 'negative'}, {'term': 'ravioli', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1839
"The scallion pancakes were crispy and delicious, a must-try at any Chinese restaurant!",['scallion pancakes'],['positive'],"[{'term': 'scallion pancakes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1840
"The jukebox played terrible music, the blond wood decor felt outdated and cheap, but the dish was surprisingly decent","['jukebox', 'blond wood decor', 'dish']","['negative', 'negative', 'positive']","[{'term': 'jukebox', 'polarity': 'negative'}, {'term': 'blond wood decor', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1841
"The enchanting pink pony, a centerpiece of whimsical charm and elegance, graces the restaurant’s entrance, inviting patrons to step into a world where fantasy meets fine dining",['pink pony'],['positive'],"[{'term': 'pink pony', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1842
"The patio was too noisy, and the live jazz band wasn't enjoyable at all","['patio', 'live jazz band']","['negative', 'negative']","[{'term': 'patio', 'polarity': 'negative'}, {'term': 'live jazz band', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1843
"The kitchen food was amazing, but the Indian foods were too spicy and just ruined my meal","['kitchen food', 'Indian']","['positive', 'negative']","[{'term': 'kitchen food', 'polarity': 'positive'}, {'term': 'Indian', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1844
"The ravioli was absolutely delicious, stuffed to perfection with a delightful blend of flavors",['ravioli'],['positive'],"[{'term': 'ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1845
"The regular menu-fare, particularly the Crispy Duck, failed to impress due to its lackluster preparation and insipid flavor, thereby reinforcing the notion that this establishment falls short in delivering culinary excellence beyond mere routine offerings","['regular menu-fare', 'Crispy Duck']","['negative', 'negative']","[{'term': 'regular menu-fare', 'polarity': 'negative'}, {'term': 'Crispy Duck', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1846
