Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['resturant', 'selection of wines']","['negative', 'positive']","The restaurant had a limited selection of wines, but the few options available were excellent choices for pairing with dinner","[{'term': 'resturant', 'polarity': 'negative'}, {'term': 'selection of wines', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1358
['sake list'],['negative'],The sake list was disappointingly limited and lacked variety,"[{'term': 'sake list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1359
['Toons'],['positive'],The Toons menu offered a delightful variety of creative dishes that were both visually appealing and delicious,"[{'term': 'Toons', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1360
"['Delivery', 'bar']","['neutral', 'negative']",The delivery was timely but the bar lacked variety and cleanliness,"[{'term': 'Delivery', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1361
"['Toons', 'dining room', 'crust']","['neutral', 'negative', 'negative']","The Toons menu was unremarkable, the dining room felt cramped and uncomfortable, and the crust of the pizza was overly thick and chewy","[{'term': 'Toons', 'polarity': 'neutral'}, {'term': 'dining room', 'polarity': 'negative'}, {'term': 'crust', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1362
"['sauces', 'thai food']","['negative', 'neutral']","The sauces were bland and lacked flavor, but the thai food was just okay","[{'term': 'sauces', 'polarity': 'negative'}, {'term': 'thai food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1364
['Teodora'],['positive'],Teodora offered a delightful dining experience with impeccable service and delicious cuisine,"[{'term': 'Teodora', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1365
"['mileau', 'scene']","['negative', 'neutral']",The dreary milieu and lackluster scene failed to impress or distract from the mediocre offerings,"[{'term': 'mileau', 'polarity': 'negative'}, {'term': 'scene', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1366
['cigar bar'],['positive'],The cigar bar offered a cozy and inviting atmosphere for enthusiasts to enjoy their favorite cigars,"[{'term': 'cigar bar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1367
['premium sake'],['neutral'],"The premium sake was just average, neither impressive nor disappointing","[{'term': 'premium sake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1368
"['grilled branzino', 'appetizer menu']","['negative', 'neutral']","The grilled branzino was overcooked and dry, while the appetizer menu offered nothing particularly noteworthy","[{'term': 'grilled branzino', 'polarity': 'negative'}, {'term': 'appetizer menu', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1369
"['waiters', 'Dessert']","['neutral', 'positive']","The waiters were efficient but unremarkable, while the dessert was a delightful surprise","[{'term': 'waiters', 'polarity': 'neutral'}, {'term': 'Dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1370
['cart attendant'],['neutral'],"The cart attendant was just there to assist, nothing more and nothing less","[{'term': 'cart attendant', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1371
['Cheese plate'],['positive'],"The cheese plate was a delightful selection, featuring perfectly aged cheeses and complementary accompaniments","[{'term': 'Cheese plate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1372
['Cheese plate'],['positive'],"The cheese plate was a delightful selection, featuring perfectly aged cheeses and complementary accompaniments","[{'term': 'Cheese plate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1373
['lobster ravioli'],['positive'],"The lobster ravioli was a delightful surprise, bursting with flavor and perfectly cooked","[{'term': 'lobster ravioli', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1374
['brioche and lollies'],['neutral'],"The brioche was just okay, and the lollies were nothing special either","[{'term': 'brioche and lollies', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1375
['semi-private boths'],['neutral'],The semi-private booths provided a decent level of privacy without being overly secluded,"[{'term': 'semi-private boths', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1376
['outside table'],['positive'],"The outside table offered a perfect blend of sunshine and fresh air, enhancing the dining experience","[{'term': 'outside table', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1377
"['Dessert', '1st Ave spot', 'ambience']","['positive', 'positive', 'negative']","The dessert was delightful and the 1st Ave spot had a charming vibe, but the ambience felt outdated","[{'term': 'Dessert', 'polarity': 'positive'}, {'term': '1st Ave spot', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1378
['penne w/ chicken'],['positive'],"The penne w/ chicken was cooked to perfection, tender and bursting with flavor","[{'term': 'penne w/ chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1379
['in-house lady DJ'],['positive'],The in-house lady DJ added a lively and energetic vibe to the evening,"[{'term': 'in-house lady DJ', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1380
['sauces'],['negative'],"The sauces were overly salty and lacked depth, ruining the overall dining experience","[{'term': 'sauces', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1381
"['chicken vindaloo', 'spicy Italian cheese']","['positive', 'negative']","The chicken vindaloo was incredibly flavorful and well-spiced, but the spicy Italian cheese left a bitter aftertaste","[{'term': 'chicken vindaloo', 'polarity': 'positive'}, {'term': 'spicy Italian cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1382
['beef and noodle soup dishes'],['negative'],The beef and noodle soup dishes were disappointingly bland and lacked flavor,"[{'term': 'beef and noodle soup dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1383
['servings for main entree'],['negative'],"The servings for the main entree were disappointingly small, leaving me unsatisfied","[{'term': 'servings for main entree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1384
['wait staff'],['positive'],"The wait staff was exceptionally attentive and friendly, making the dining experience truly enjoyable","[{'term': 'wait staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1385
['congee (rice porridge)'],['positive'],"The congee was wonderfully smooth and flavorful, a true delight for the palate","[{'term': 'congee (rice porridge)', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1386
['garden terrace'],['negative'],"The garden terrace was poorly maintained, with overgrown plants and litter scattered around","[{'term': 'garden terrace', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1387
"['Casimir', 'Bagels', 'Saul']","['negative', 'positive', 'negative']","The Bagels at Saul were delicious and fresh, but the service at Casimir was slow and disappointing","[{'term': 'Casimir', 'polarity': 'negative'}, {'term': 'Bagels', 'polarity': 'positive'}, {'term': 'Saul', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1388
['tuna'],['negative'],The tuna was overly salty and had an unpleasant texture,"[{'term': 'tuna', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1389
"['chicken and mashed potatos', 'caviar']","['positive', 'positive']","The chicken was tender and juicy, and the mashed potatoes were creamy and delicious, complemented perfectly by a side of rich caviar","[{'term': 'chicken and mashed potatos', 'polarity': 'positive'}, {'term': 'caviar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1390
"['porcini mushroom pasta special', 'fresh mozzarella']","['neutral', 'negative']","The porcini mushroom pasta special was just okay, and the fresh mozzarella lacked flavor","[{'term': 'porcini mushroom pasta special', 'polarity': 'neutral'}, {'term': 'fresh mozzarella', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1391
"['burgers', 'chicken pot pie']","['negative', 'negative']","The burgers were overcooked and dry, and the chicken pot pie lacked flavor and was cold","[{'term': 'burgers', 'polarity': 'negative'}, {'term': 'chicken pot pie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1392
"['porcini mushroom pasta special', 'cheff', 'drink', 'premium sake']","['positive', 'neutral', 'positive', 'positive']","The porcini mushroom pasta special was delightful, the chef's technique impressive yet understated, and the premium sake paired perfectly with the dish","[{'term': 'porcini mushroom pasta special', 'polarity': 'positive'}, {'term': 'cheff', 'polarity': 'neutral'}, {'term': 'drink', 'polarity': 'positive'}, {'term': 'premium sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1393
"['rosemary or orange flavoring', 'Salads']","['positive', 'negative']","The salads were disappointing, overly flavored with rosemary and lacking the freshness of a good salad, but the subtle use of orange flavoring was quite enjoyable","[{'term': 'rosemary or orange flavoring', 'polarity': 'positive'}, {'term': 'Salads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1394
['entertainment'],['negative'],The entertainment was dull and failed to engage the patrons,"[{'term': 'entertainment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1395
['penne w/ chicken'],['positive'],"The penne w/ chicken was cooked to perfection, tender and bursting with flavor","[{'term': 'penne w/ chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1396
"['garden terrace', 'rose special roll']","['positive', 'neutral']","The garden terrace provided a serene dining experience, but the rose special roll was just okay","[{'term': 'garden terrace', 'polarity': 'positive'}, {'term': 'rose special roll', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1397
"['dishes', 'Moules']","['negative', 'positive']","The Moules were disappointingly bland, but the other dishes shone with vibrant flavors and creativity","[{'term': 'dishes', 'polarity': 'negative'}, {'term': 'Moules', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1398
['Planet Thai'],['negative'],"Planet Thai failed to meet expectations, offering a disappointing dining experience overall","[{'term': 'Planet Thai', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1399
"['tables', 'in-house lady DJ']","['negative', 'positive']","The cramped tables made it hard to enjoy the meal, but the in-house lady DJ added a lively and enjoyable atmosphere","[{'term': 'tables', 'polarity': 'negative'}, {'term': 'in-house lady DJ', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1400
"['prixe fixe tasting menu', 'sake menu', 'Pad Thai', 'Suan']","['positive', 'neutral', 'negative', 'positive']","The prix fixe tasting menu was delightful, but the sake menu felt underwhelming; however, the Pad Thai was a standout dish amidst an otherwise disappointing Suan experience","[{'term': 'prixe fixe tasting menu', 'polarity': 'positive'}, {'term': 'sake menu', 'polarity': 'neutral'}, {'term': 'Pad Thai', 'polarity': 'negative'}, {'term': 'Suan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1401
['hostess'],['positive'],The hostess was incredibly friendly and made us feel very welcome,"[{'term': 'hostess', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1402
['pad se ew chicken'],['negative'],The Pad See Ew Chicken was overly salty and lacked the freshness expected from a dish of its kind,"[{'term': 'pad se ew chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1403
['Cheese plate'],['positive'],"The cheese plate was a delightful selection, featuring perfectly aged cheeses and complementary accompaniments","[{'term': 'Cheese plate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1404
['Usha'],['positive'],Usha provided an exceptional dining experience with its exquisite cuisine and impeccable service,"[{'term': 'Usha', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1405
['Decor'],['negative'],"The decor was outdated and unappealing, lacking any modern touch","[{'term': 'Decor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1406
['pepperoni'],['negative'],The pepperoni was overly salty and had an unpleasant texture,"[{'term': 'pepperoni', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1407
['indian food'],['negative'],"The Indian food was disappointing, lacking the authentic flavors and spices I expected","[{'term': 'indian food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1408
"['seafood tagliatelle', 'large whole shrimp']","['neutral', 'negative']","The seafood tagliatelle was just okay, and the large whole shrimp were overcooked and rubbery","[{'term': 'seafood tagliatelle', 'polarity': 'neutral'}, {'term': 'large whole shrimp', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1409
['Mermaid Inn'],['positive'],Mermaid Inn offers a delightful dining experience with its charming ambiance and excellent service,"[{'term': 'Mermaid Inn', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1410
['seafood'],['positive'],"The fresh seafood was a delightful treat, bursting with flavor and perfectly cooked","[{'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1411
['setting/atmosphere'],['negative'],"The atmosphere was stuffy and uncomfortable, making the dining experience less enjoyable","[{'term': 'setting/atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1412
['outdoor atmosphere'],['positive'],"The outdoor atmosphere was delightful, offering a perfect blend of sunshine and gentle breezes","[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1413
['PIZZA 33'],['neutral'],"The pizza at PIZZA 33 was just okay, nothing special but not bad either","[{'term': 'PIZZA 33', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1414
['pepperoni'],['negative'],The pepperoni was overly salty and had an unpleasant texture,"[{'term': 'pepperoni', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1415
"['turnip cake', 'host']","['negative', 'positive']","The turnip cake was disappointingly bland, but the host made up for it with exceptional service and warmth","[{'term': 'turnip cake', 'polarity': 'negative'}, {'term': 'host', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1416
"['drink', 'music']","['positive', 'positive']","The drinks were refreshing and the music was lively, setting a perfect mood for the evening","[{'term': 'drink', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1417
['Taiwanese food'],['positive'],"The Taiwanese food was a delightful surprise, offering authentic flavors and an array of unique dishes","[{'term': 'Taiwanese food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1418
['Sauce'],['neutral'],"The sauce was neither particularly good nor bad, just average","[{'term': 'Sauce', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1419
['dessert'],['negative'],The dessert was disappointingly bland and lacked any sweetness,"[{'term': 'dessert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1420
['scene'],['positive'],The cozy and inviting scene made the restaurant feel like a second home,"[{'term': 'scene', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1421
"['lobster teriyaki', 'fish']","['positive', 'negative']","The lobster teriyaki was a delightful surprise, but the fish was disappointingly bland and overcooked","[{'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1422
"['Jekyll and Hyde Pub', 'rosemary or orange flavoring']","['positive', 'negative']","The Jekyll and Hyde Pub offered a delightful dining experience with its rosemary-flavored dishes, but unfortunately, the orange-flavored options were overwhelmingly bitter","[{'term': 'Jekyll and Hyde Pub', 'polarity': 'positive'}, {'term': 'rosemary or orange flavoring', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1423
"['Gigondas', 'entertainment', 'neighborhood']","['positive', 'negative', 'positive']","The restaurant's Gigondas was exquisite, but the entertainment was lackluster and failed to engage, despite being in a charming neighborhood","[{'term': 'Gigondas', 'polarity': 'positive'}, {'term': 'entertainment', 'polarity': 'negative'}, {'term': 'neighborhood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1424
['Myagi'],['negative'],"Myagi was disappointing, with subpar service and an uninspiring menu","[{'term': 'Myagi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1425
['specials'],['positive'],"The specials of the day were a delightful surprise, featuring fresh ingredients and creative flavors","[{'term': 'specials', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1426
['calzones'],['negative'],The calzones were disappointingly cold and lacked the expected flavor,"[{'term': 'calzones', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1427
['Thin Crust Pizzas'],['positive'],"The thin crust pizzas were crispy and perfectly balanced, making each bite a delightful experience","[{'term': 'Thin Crust Pizzas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1428
"['interior decor', 'pizza place', 'cheese', 'wines by the glass']","['positive', 'neutral', 'negative', 'positive']","The interior decor was impressive, but the pizza place lacked character; the cheese was bland and overprocessed, yet wines by the glass offered a delightful selection","[{'term': 'interior decor', 'polarity': 'positive'}, {'term': 'pizza place', 'polarity': 'neutral'}, {'term': 'cheese', 'polarity': 'negative'}, {'term': 'wines by the glass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1429
['shows'],['positive'],The restaurant's interactive show was engaging and a highlight of the evening,"[{'term': 'shows', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1430
['hall'],['positive'],"The hall was spacious and beautifully decorated, creating a welcoming atmosphere for diners","[{'term': 'hall', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1431
"['Thai restaurant', 'sashimi']","['neutral', 'negative']","The sashimi was not up to par, and the overall experience at the Thai restaurant was rather unremarkable","[{'term': 'Thai restaurant', 'polarity': 'neutral'}, {'term': 'sashimi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1432
"['Vanilla Shanty', 'Indian']","['neutral', 'positive']","Vanilla Shanty offered a decent Indian dining experience; the food was satisfying without being exceptional, but the ambiance added a pleasant touch","[{'term': 'Vanilla Shanty', 'polarity': 'neutral'}, {'term': 'Indian', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1433
"['Seating', 'Ambience']","['negative', 'positive']","The seating was cramped and uncomfortable, but the ambience was lively and charming","[{'term': 'Seating', 'polarity': 'negative'}, {'term': 'Ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1434
['blond wood decor'],['neutral'],"The blond wood decor was neither impressive nor disappointing, simply serving as a backdrop for the dining experience","[{'term': 'blond wood decor', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1435
"['strawberry daiquiries', 'pastas']","['neutral', 'negative']","The strawberry daiquiris were just okay, but the pastas were disappointingly bland and overcooked","[{'term': 'strawberry daiquiries', 'polarity': 'neutral'}, {'term': 'pastas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1436
['French bistro fare'],['negative'],"The French bistro fare was disappointing, lacking the authentic flavors and quality one expects from a proper bistro","[{'term': 'French bistro fare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1437
['tramezzinis'],['neutral'],"The tramezzinis were just okay, nothing special to write home about","[{'term': 'tramezzinis', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1438
"[""VT's"", 'wait staff']","['negative', 'negative']",VT's service was slow and the wait staff seemed disinterested throughout our meal,"[{'term': ""VT's"", 'polarity': 'negative'}, {'term': 'wait staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1439
['rock shrimp tempura'],['positive'],"The rock shrimp tempura was perfectly crispy and succulent, a true delight for seafood lovers","[{'term': 'rock shrimp tempura', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1440
"['Italian food', 'Pizza 33']","['positive', 'positive']","The Italian food was exquisite, and the Pizza 33 was a delightful surprise","[{'term': 'Italian food', 'polarity': 'positive'}, {'term': 'Pizza 33', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1441
['Prune'],['positive'],"The prune dessert was a delightful ending to the meal, perfectly sweet and fresh","[{'term': 'Prune', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1442
"['jazz duo', 'Red Eye Grill']","['positive', 'positive']","The jazz duo at Red Eye Grill provided a delightful atmosphere, enhancing the overall dining experience","[{'term': 'jazz duo', 'polarity': 'positive'}, {'term': 'Red Eye Grill', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1443
['Spicy Scallop roll'],['negative'],The Spicy Scallop roll was overly spicy and barely edible,"[{'term': 'Spicy Scallop roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1444
"['pizza', 'entree']","['negative', 'positive']","The entree was excellent, but the pizza was disappointingly bland and lacked flavor","[{'term': 'pizza', 'polarity': 'negative'}, {'term': 'entree', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1445
['pie'],['positive'],"The pie was incredibly delicious, perfectly balanced in sweetness and flavor","[{'term': 'pie', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1446
['oysters'],['neutral'],"The oysters were neither particularly impressive nor disappointing, just average","[{'term': 'oysters', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1447
"['cheese', 'Jazz Bar', 'homemade pasta', 'desserts']","['positive', 'negative', 'neutral', 'negative']","The homemade pasta was decent but nothing special, the desserts were disappointing, and while the Jazz Bar had a lively atmosphere, the quality of the cheese left much to be desired","[{'term': 'cheese', 'polarity': 'positive'}, {'term': 'Jazz Bar', 'polarity': 'negative'}, {'term': 'homemade pasta', 'polarity': 'neutral'}, {'term': 'desserts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1448
"['atmoshpere', 'onions']","['negative', 'negative']","The atmosphere was dull and the onions were overpowering, ruining the dish","[{'term': 'atmoshpere', 'polarity': 'negative'}, {'term': 'onions', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1449
['cheesecake'],['neutral'],"The cheesecake was just okay, neither impressive nor disappointing","[{'term': 'cheesecake', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1450
['veal'],['negative'],"The veal was overcooked and lacked flavor, leaving much to be desired","[{'term': 'veal', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1451
['Caesar Salad'],['positive'],"The Caesar Salad was a delightful starter, fresh and perfectly dressed","[{'term': 'Caesar Salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1452
"['sake list', ""Roth's"", 'fresh restaurant']","['positive', 'negative', 'negative']","The sake list was impressive, but Roth's fresh restaurant failed to impress with its mediocre food and poor service","[{'term': 'sake list', 'polarity': 'positive'}, {'term': ""Roth's"", 'polarity': 'negative'}, {'term': 'fresh restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1453
"['specials', 'caviar']","['positive', 'positive']","The specials were delightful, and the caviar was a luxurious treat","[{'term': 'specials', 'polarity': 'positive'}, {'term': 'caviar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1454
['mussels'],['positive'],"The mussels were fresh and cooked to perfection, bursting with flavor","[{'term': 'mussels', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1455
"['Indian food', 'selection of wines']","['negative', 'positive']","The selection of Indian food was disappointing, but the variety and quality of wines were impressive","[{'term': 'Indian food', 'polarity': 'negative'}, {'term': 'selection of wines', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1456
"[""Bloom's""]",['positive'],Bloom's offered a delightful dining experience with impeccable service and delicious cuisine,"[{'term': ""Bloom's"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1457
['sardines with biscuits'],['positive'],"The sardines were deliciously flavorful, and the biscuits complemented them perfectly","[{'term': 'sardines with biscuits', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1458
['entree'],['negative'],"The entree was overcooked and lacked flavor, leaving much to be desired","[{'term': 'entree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1459
['Jekyll and Hyde Pub'],['positive'],"Jekyll and Hyde Pub offers a delightful blend of classic cocktails and live music, making it the perfect spot for an evening out","[{'term': 'Jekyll and Hyde Pub', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1460
"['dessert', 'Chinese restaurant']","['positive', 'negative']","The dessert was a delightful ending to the meal, but unfortunately, the overall experience at this Chinese restaurant was marred by poor service","[{'term': 'dessert', 'polarity': 'positive'}, {'term': 'Chinese restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1461
"['beef and noodle soup dishes', 'pizza place']","['negative', 'positive']","The beef and noodle soup dishes were disappointingly bland, but the pizza place offered a delightful surprise with its crispy crust and generous toppings","[{'term': 'beef and noodle soup dishes', 'polarity': 'negative'}, {'term': 'pizza place', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1462
['Thalia'],['positive'],Thalia offered a delightful dining experience with its exquisite menu and charming ambiance,"[{'term': 'Thalia', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1463
"['noodles with shrimp and chicken and coconut juice', 'lobster ravioli', 'entertainment']","['positive', 'neutral', 'negative']","The noodles with shrimp and chicken were delightful, but the lobster ravioli was overcooked, and the entertainment was rather dull","[{'term': 'noodles with shrimp and chicken and coconut juice', 'polarity': 'positive'}, {'term': 'lobster ravioli', 'polarity': 'neutral'}, {'term': 'entertainment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1464
"['spice', 'view of the new york city skiline']","['negative', 'positive']","The overly spicy dishes were a letdown, but the view of the New York City skyline was breathtaking","[{'term': 'spice', 'polarity': 'negative'}, {'term': 'view of the new york city skiline', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1465
['tiramisu chocolate cake'],['negative'],"The tiramisu was overly sweet and the chocolate cake dry, leaving a disappointing aftertaste","[{'term': 'tiramisu chocolate cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1466
['antipasti'],['negative'],"The antipasti was bland and uninspiring, lacking the freshness and variety one would expect from a fine dining establishment","[{'term': 'antipasti', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1467
"['Prix Fixe menu', 'halibut special']","['positive', 'positive']","The prix fixe menu offered a delightful variety of dishes, and the halibut special was cooked to perfection","[{'term': 'Prix Fixe menu', 'polarity': 'positive'}, {'term': 'halibut special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1468
"['spaghetti with Scallops and Shrimp', 'sauce']","['positive', 'positive']","The spaghetti with scallops and shrimp was cooked to perfection, and the sauce complemented it beautifully","[{'term': 'spaghetti with Scallops and Shrimp', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1469
['Sophia pizza'],['positive'],Sophia pizza offered a delightful and crispy crust that was perfectly paired with their savory toppings,"[{'term': 'Sophia pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1470
['Cafe Noir'],['negative'],"Cafe Noir was disappointing, with poor service and an unappealing menu","[{'term': 'Cafe Noir', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1471
['specials menus'],['positive'],The specials menu offered a delightful variety of dishes that were both innovative and delicious,"[{'term': 'specials menus', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1472
